Phylum,Class,Order,Family,Genus,Species,x,y,z
Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum molle,14.963906,3.2168345,4.496563
Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum molle,14.9095745,3.0741818,4.4937553
Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum molle,14.8896055,3.1149068,4.45681
Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum molle,14.889621,2.957257,4.5576916
Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum molle,14.900211,2.9876142,4.517915
Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum molle,14.89661,2.9837763,4.527563
Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum molle,14.900726,2.9899082,4.521866
Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum molle,14.911045,2.9816148,4.5266657
Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum psammatodes,14.854221,3.0577354,4.439441
Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Diplosoma,Diplosoma virens,14.87833,3.0417688,4.4736643
Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Diplosoma,Diplosoma simile,14.823588,3.1318853,4.378624
Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Lissoclinum,Lissoclinum punctatum,10.608252,3.8482523,4.609251
Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Trididemnum,Trididemnum cyclops,15.668781,3.991737,3.1195645
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya apicalis,7.515265,9.99659,7.594934
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya apicalis,7.5280266,9.984374,7.5882273
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya apicalis,7.577283,9.932023,7.569686
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya apicalis,7.5901065,9.915686,7.563843
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya apicalis,7.5665126,9.942377,7.5636497
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya apicalis,7.5329876,9.984227,7.581255
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya apicalis,7.5046096,10.013218,7.597897
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya apicalis,7.5104065,10.006351,7.5944657
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya apicalis,7.4973907,10.0153265,7.600508
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya apicalis,7.531007,9.980832,7.5830655
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya apicalis,7.5424476,9.971782,7.569689
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya apicalis,7.5244713,9.990087,7.5867453
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya apicalis,7.5606637,9.953548,7.561863
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya infumata,7.140353,10.213447,7.8114347
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya infumata,7.1577477,10.175317,7.8315887
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya infumata,7.151376,10.210378,7.8012414
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya infumata,7.1648636,10.195369,7.8015876
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya infumata,7.138577,10.195492,7.824761
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya infumata,7.3126416,10.113677,7.7142086
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya infumata,7.1330085,10.230477,7.8018355
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya infumata,7.160996,10.179417,7.83042
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Tenthredo,Tenthredo nitidiceps,5.831794,8.815307,9.790258
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Tenthredo,Tenthredo olivacea,5.824382,8.812692,9.791878
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Tenthredo,Tenthredo pseudolivacea,6.8243685,9.15103,11.661898
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya apicalis,7.5068197,10.010532,7.5982337
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya apicalis,7.497225,10.023187,7.5982327
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya apicalis,7.50297,10.012952,7.60006
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya apicalis,7.493759,10.023992,7.610653
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya apicalis,7.5012584,10.017478,7.59794
Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya apicalis,7.501488,10.010793,7.5983734
Arthropoda,Insecta,Dermaptera,Labiduridae,Labidura,Labidura riparia,10.712708,0.34299505,10.361161
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles barbirostris,8.737147,4.5976834,5.2302203
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles barbirostris,8.799271,4.6150002,5.168282
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles barbirostris,8.831534,4.556233,5.2346473
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles barbirostris,8.724313,4.605516,5.224462
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles barbirostris,8.718726,4.59671,5.241386
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles barbirostris,8.724001,4.599532,5.243098
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles barbirostris,8.816236,4.592759,5.199617
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles barbirostris,8.7425375,4.5911813,5.238902
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles barbirostris,8.712885,4.600473,5.2493234
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles barbirostris,8.7151575,4.6001554,5.2394834
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles barbirostris,8.715723,4.5824943,5.2302523
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles barbirostris,8.770174,4.5982347,5.182393
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles barbirostris,8.8025675,4.5753846,5.2001014
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles barbirostris,8.749944,4.601888,5.2328243
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles barbirostris,8.71381,4.5989747,5.2387843
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles barbirostris,8.737458,4.588663,5.246389
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles barbirostris,8.768039,4.6053176,5.1893396
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles barbirostris,8.729164,4.58816,5.236761
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles barbirostris,8.699044,4.610061,5.262044
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles barbirostris,8.70919,4.602473,5.2577276
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles barbirostris,8.734055,4.6125293,5.257471
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles wejchoochotei,8.801989,4.599537,5.191682
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles campestris,8.80654,4.5652823,5.2055287
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles campestris,8.719355,4.6010666,5.2186704
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles campestris,8.814334,4.5554285,5.1937747
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles campestris,8.802711,4.5749607,5.1937356
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles campestris,8.792116,4.5686502,5.2024946
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles campestris,8.761722,4.5581207,5.213923
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles campestris,8.834124,4.5979323,5.188375
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles campestris,8.792,4.565611,5.1874123
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles wejchoochotei,8.755274,4.6062317,5.193694
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles wejchoochotei,8.774595,4.5940037,5.1798882
Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles campestris,8.7969,4.6248403,5.1475687
Arthropoda,Insecta,Diptera,Cecidomyiidae,Procontarinia,Procontarinia mangicola,10.803734,2.5399296,6.8467913
Arthropoda,Insecta,Coleoptera,Silphidae,Silpha,Silpha perforata,7.9601727,1.3730676,10.634129
Arthropoda,Insecta,Coleoptera,Cerambycidae,Apriona,Apriona germarii,7.5023456,8.560832,8.890917
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora sollii,5.837115,8.717133,9.857579
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora granata,5.8329644,8.8332405,9.750409
Arthropoda,Insecta,Coleoptera,Cerambycidae,Monochamus,Monochamus guerryi,5.8961153,8.850012,9.734657
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora lurida,5.9106526,8.8332205,9.720103
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora beryllina,6.7400584,9.210116,9.050032
Arthropoda,Insecta,Coleoptera,Cerambycidae,Dolichoprosopus,Dolichoprosopus yokoyamai,5.89616,8.8549385,9.70796
Arthropoda,Insecta,Coleoptera,Cerambycidae,Dolichoprosopus,Dolichoprosopus sameshimai,5.9038444,8.86152,9.698115
Arthropoda,Insecta,Coleoptera,Cerambycidae,Dolichoprosopus,Dolichoprosopus sameshimai,5.927122,8.865219,9.676198
Arthropoda,Insecta,Coleoptera,Cerambycidae,Dolichoprosopus,Dolichoprosopus sameshimai,5.902454,8.851171,9.702491
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora elegans,5.9453335,8.847116,9.662907
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora glabripennis,5.7626696,8.795408,9.795949
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora glabripennis,5.7840266,8.7854805,9.785533
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora davidis,5.7323503,8.7721405,9.841387
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora chinensis,5.79202,8.810807,9.79644
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora chinensis,5.808602,8.802057,9.847339
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora chinensis,5.7685914,8.790925,9.820413
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora chinensis,5.7971745,8.78568,9.815526
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora chinensis,5.8256664,8.802281,9.791059
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora chinensis,5.767978,8.803506,9.825259
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora chinensis,5.7727647,8.789396,9.815448
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora chinensis,5.7734685,8.789287,9.8182955
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora chinensis,5.7859797,8.744909,9.840855
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora chinensis,5.808297,8.797401,9.800144
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora chinensis,5.7765827,8.7652445,9.827971
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora chinensis,5.7854686,8.796232,9.803629
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora chinensis,5.7825875,8.790646,9.817727
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora chinensis,5.7915874,8.786293,9.81468
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora chinensis,5.797971,8.819627,9.780034
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora chinensis,5.7451167,8.83086,9.797463
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora chinensis,5.733709,8.797906,9.834835
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora chinensis,5.762563,8.805496,9.815266
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora macularia,5.722421,8.8254175,9.808493
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora chinensis,5.7490187,8.805453,9.815148
Arthropoda,Insecta,Coleoptera,Cerambycidae,Anoplophora,Anoplophora chinensis,5.7735825,8.809613,9.80663
