Phylum,Class,Order,Family,Genus,Species,x,y,z
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma adelinae,10.10294,3.9960687,2.7043707
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma adelinae,9.990362,4.00835,2.7766306
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma sororcula,9.334773,3.9821565,5.1202416
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma sororcula,9.331402,3.986881,5.1751795
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma sororcula,9.320559,4.0066004,5.194149
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma sororcula,9.355658,3.9532802,5.167323
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma sororcula,9.327099,4.034945,5.2459664
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma shigetai,10.32468,4.045418,2.512351
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma shigetai,10.416359,4.075007,2.4661539
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma shigetai,10.465307,4.09164,2.4531126
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma tokunoshimana,10.429246,4.0829215,2.4378357
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma tokunoshimana,10.508952,4.126791,2.458152
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma tokunoshimana,10.41537,4.067404,2.4483585
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma hemihelvus,10.145961,4.0180097,2.562985
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma hemihelvus,10.157153,4.003607,2.5394678
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma hemihelvus,10.151828,4.0269055,2.5423434
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma omoro,9.940816,4.0239744,2.4307902
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma omoro,9.915776,4.0438433,2.4299507
Annelida,Polychaeta,Sabellida,Siboglinidae,Lamellibrachia,Lamellibrachia juni,13.064887,5.982827,4.5546274
Cnidaria,Scyphozoa,Rhizostomeae,Rhizostomatidae,Nemopilema,Nemopilema nomurai,10.325119,4.480176,4.6522317
Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia,Taenia solium,14.119253,3.378379,2.3713484
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus versicolor,12.931772,6.2142625,5.5599785
Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus versicolor,13.529155,5.8382535,5.4806523
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.898547,6.3464894,2.5191982
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,14.1138525,6.388959,2.3761957
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,14.054292,6.3813734,2.4082313
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,14.077854,6.377731,2.4049675
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,14.133894,6.396063,2.3609493
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.888966,6.346666,2.5258837
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,14.135901,6.3900504,2.3639627
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,14.088604,6.390627,2.389916
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.930399,6.3725953,2.4865696
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,14.101365,6.404499,2.3832726
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.90994,6.375188,2.50597
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.842432,6.366462,2.5104153
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.957086,6.377236,2.4746053
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,14.145728,6.387774,2.3537385
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,14.132998,6.3957458,2.3645148
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.935258,6.3726444,2.4877477
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,14.050022,6.3867216,2.4138558
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,14.08659,6.399951,2.3820052
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,14.107015,6.3739676,2.3772163
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,15.428019,5.1213384,1.9051751
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,15.430812,5.1314807,1.9011827
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,15.413285,5.1333094,1.9058689
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,15.581624,5.0203815,1.8609468
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,15.45143,5.1208854,1.8919481
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.870441,6.486404,2.4036973
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.866704,6.4855175,2.4031837
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.870796,6.4881635,2.3988347
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.880501,6.4810104,2.4010465
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.829116,6.469457,2.4269083
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.828965,6.463833,2.4270144
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.876762,6.4832716,2.4008224
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.8866005,6.4798646,2.3954706
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.871424,6.485121,2.403426
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.869269,6.486745,2.4032001
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.316488,3.7994025,1.3091577
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.298128,3.7857847,1.3033185
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.32231,3.8065631,1.3229326
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.311645,3.7941792,1.3015329
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.3054495,3.7909453,1.2997693
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.296325,3.7806334,1.2936758
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.291674,3.7779636,1.28868
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.317382,3.8061893,1.318
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.241226,3.778001,1.3286932
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.308384,3.80541,1.2923878
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.271976,3.7637205,1.2924696
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.314077,3.8237855,1.3635743
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.273072,3.7704525,1.3034356
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.276094,3.7683206,1.2865324
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.341049,3.8259628,1.3540109
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.279774,3.7650063,1.2897316
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.307341,3.7928138,1.316976
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.303214,3.7767327,1.2780027
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.309745,3.7889044,1.2923515
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.213247,3.7687004,1.3416443
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.271432,3.7591255,1.3042196
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.229865,3.7544506,1.3413767
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.338602,3.894808,1.4795504
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.219723,3.7435834,1.3185858
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,13.273338,3.7635012,1.288859
Arthropoda,Insecta,Diptera,Cecidomyiidae,Rabdophaga,Rabdophaga rigidae,15.755683,3.877085,3.3796499
Arthropoda,Insecta,Diptera,Cecidomyiidae,Rabdophaga,Rabdophaga salicivora,10.955441,2.2705007,6.8559456
Arthropoda,Insecta,Diptera,Cecidomyiidae,Rabdophaga,Rabdophaga salicivora,10.969523,2.3000085,6.828222
Arthropoda,Insecta,Diptera,Cecidomyiidae,Rabdophaga,Rabdophaga salicivora,11.053131,2.2768793,6.8775997
Arthropoda,Insecta,Diptera,Cecidomyiidae,Rabdophaga,Rabdophaga salicivora,11.045187,2.2543676,6.9123535
Arthropoda,Insecta,Diptera,Cecidomyiidae,Rabdophaga,Rabdophaga salicivora,11.052508,2.2638257,6.898193
Arthropoda,Insecta,Diptera,Cecidomyiidae,Rabdophaga,Rabdophaga salicivora,10.980783,2.4710221,6.728837
Arthropoda,Insecta,Diptera,Cecidomyiidae,Rabdophaga,Rabdophaga salicivora,15.768881,3.8978329,3.282744
Arthropoda,Insecta,Diptera,Cecidomyiidae,Rabdophaga,Rabdophaga salicivora,11.04434,2.291131,6.87643
Arthropoda,Insecta,Diptera,Cecidomyiidae,Rabdophaga,Rabdophaga salicivora,11.081494,2.3110774,6.9029927
Arthropoda,Insecta,Diptera,Cecidomyiidae,Rabdophaga,Rabdophaga salicivora,11.047049,2.2921166,6.87178
Arthropoda,Insecta,Diptera,Cecidomyiidae,Rabdophaga,Rabdophaga salicivora,11.0106325,2.317867,6.835447
Arthropoda,Insecta,Diptera,Cecidomyiidae,Rabdophaga,Rabdophaga salicivora,11.039331,2.2738998,6.864472
Arthropoda,Insecta,Diptera,Cecidomyiidae,Rabdophaga,Rabdophaga strobilina,10.998718,2.333395,6.9117656
Arthropoda,Insecta,Diptera,Cecidomyiidae,Rabdophaga,Rabdophaga terminalis,10.945678,2.3833487,6.9525967
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,10.892212,2.8741484,6.4912925
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,10.87519,2.880909,6.479708
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,10.9433775,2.8607404,6.4777875
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,15.803897,4.001518,2.846503
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,10.907892,2.914067,6.440588
Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,10.915343,2.895805,6.4559646
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Mecistocirrus,Mecistocirrus digitatus,12.443588,2.9786437,0.9455425
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Mecistocirrus,Mecistocirrus digitatus,12.417805,3.0001493,0.9516364
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Mecistocirrus,Mecistocirrus digitatus,12.435925,2.978157,0.94348896
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Mecistocirrus,Mecistocirrus digitatus,12.443725,2.9713955,0.9372729
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Mecistocirrus,Mecistocirrus digitatus,12.432073,2.979168,0.94027716
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Mecistocirrus,Mecistocirrus digitatus,12.442155,2.98294,0.9502038
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Mecistocirrus,Mecistocirrus digitatus,12.427606,3.0129702,0.9800219
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Mecistocirrus,Mecistocirrus digitatus,12.427565,2.9889262,0.9554042
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Mecistocirrus,Mecistocirrus digitatus,12.420212,2.9952607,0.9614423
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Mecistocirrus,Mecistocirrus digitatus,12.442138,2.9701543,0.9313582
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia,Cooperia oncophora,13.167786,2.6258104,1.3474702
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia,Cooperia oncophora,13.173156,2.631604,1.3546325
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia,Cooperia oncophora,13.169952,2.633562,1.356072
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia,Cooperia oncophora,13.160574,2.6204414,1.3352629
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia,Cooperia oncophora,13.157583,2.6343818,1.3417323
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia,Cooperia oncophora,13.169296,2.6193755,1.3452001
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia,Cooperia oncophora,13.167711,2.6137698,1.3396858
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia,Cooperia oncophora,13.17215,2.6479805,1.3724602
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia,Cooperia oncophora,13.1731615,2.6083856,1.337215
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia,Cooperia oncophora,13.16519,2.6218648,1.340705
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia,Cooperia oncophora,13.181614,2.6005604,1.3436404
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia,Cooperia oncophora,13.142254,2.5859225,1.300985
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia,Cooperia oncophora,13.2052555,2.63507,1.3738462
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia,Cooperia oncophora,13.169995,2.6292012,1.351666
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia,Cooperia oncophora,13.164091,2.6134462,1.334554
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia,Cooperia oncophora,13.143792,2.636816,1.328335
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia,Cooperia oncophora,13.138265,2.5929809,1.3097062
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia,Ostertagia ostertagi,12.591551,2.7562485,0.7734657
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia,Ostertagia ostertagi,12.578366,2.7665782,0.749697
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia,Ostertagia ostertagi,12.588791,2.7700286,0.7604661
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia,Ostertagia ostertagi,12.60186,2.7725465,0.7526539
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia,Ostertagia ostertagi,12.595106,2.760132,0.74369425
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia,Ostertagia ostertagi,12.591759,2.7659137,0.76589805
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia,Ostertagia ostertagi,12.588323,2.767046,0.7534299
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia,Ostertagia ostertagi,12.578392,2.7615187,0.7442464
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia,Ostertagia ostertagi,12.565274,2.7845309,0.7610088
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia,Ostertagia ostertagi,12.595195,2.7691114,0.7581763
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia,Ostertagia ostertagi,12.606068,2.7637322,0.7676711
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia,Ostertagia ostertagi,12.601843,2.7617648,0.76429415
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia,Ostertagia ostertagi,12.555997,2.8022928,0.7852001
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia,Ostertagia ostertagi,12.548714,2.8106196,0.78768003
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia,Ostertagia ostertagi,12.604135,2.7504747,0.73648095
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia,Ostertagia ostertagi,12.585174,2.7704692,0.74130756
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia,Ostertagia ostertagi,12.457543,2.9556332,0.92172474
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia,Ostertagia ostertagi,12.490933,2.901175,0.874395
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia,Ostertagia ostertagi,12.46381,2.9336772,0.90409803
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia,Ostertagia ostertagi,12.5962515,2.7853527,0.79974246
Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia,Ostertagia ostertagi,12.537347,2.854279,0.8371867
Cnidaria,Anthozoa,Zoantharia,Epizoanthidae,Epizoanthus,Epizoanthus paguricola,11.327917,6.367155,0.2659745
Cnidaria,Anthozoa,Zoantharia,Epizoanthidae,Epizoanthus,Epizoanthus arenaceus,11.316092,6.4081373,0.2136028
Cnidaria,Anthozoa,Zoantharia,Epizoanthidae,Epizoanthus,Epizoanthus illoricatus,11.328389,6.343769,0.296891
Cnidaria,Anthozoa,Zoantharia,Parazoanthidae,Parazoanthus,Parazoanthus swiftii,11.305163,6.4648085,0.1238058
Cnidaria,Anthozoa,Zoantharia,Hydrozoanthidae,Hydrozoanthus,Hydrozoanthus tunicans,11.3277445,6.4352984,0.17225426
Cnidaria,Anthozoa,Zoantharia,Parazoanthidae,Parazoanthus,Parazoanthus axinellae,11.33483,6.3954816,0.20930226
Cnidaria,Anthozoa,Zoantharia,Parazoanthidae,Savalia,Savalia savaglia,11.304952,6.4818153,0.09317197
Cnidaria,Anthozoa,Zoantharia,Abyssoanthidae,Abyssoanthus,Abyssoanthus nankaiensis,14.02426,4.9766803,2.3291485
Cnidaria,Anthozoa,Zoantharia,Abyssoanthidae,Abyssoanthus,Abyssoanthus nankaiensis,13.814191,4.9388647,2.428904
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.888389,10.779344,5.379961
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.887609,10.730676,5.4079256
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.789079,10.649909,5.542194
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.839499,10.688184,5.4972253
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.903937,10.705325,5.4036355
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.887878,10.727338,5.415302
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.771927,10.68227,5.5313888
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.904013,10.755183,5.3966985
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.872024,10.755811,5.4486074
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.788684,10.774029,5.4214454
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.810977,10.669921,5.510251
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.796408,10.669256,5.5349617
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.750375,10.667896,5.5843825
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.920726,10.73509,5.3906527
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.835673,10.720693,5.4625907
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.879118,10.703587,5.4646544
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.848834,10.668301,5.509926
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.839412,10.782036,5.409933
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.9053955,10.738952,5.38866
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.882533,10.710735,5.4293494
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.8274145,10.708905,5.461623
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.896168,10.723872,5.416584
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.75796,10.58963,5.62475
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.923866,10.743968,5.362112
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.870882,10.724272,5.431727
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.8628025,10.703722,5.458771
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.883514,10.728335,5.421935
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.81537,10.680493,5.5117154
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.945357,10.801474,5.245487
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.868642,10.699153,5.4628043
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.833793,10.680121,5.4998093
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.894452,10.759404,5.371475
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.839071,10.698945,5.4822364
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.920534,10.761678,5.3597045
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.848939,10.744084,5.452541
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.854085,10.702775,5.465616
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.815437,10.670292,5.5186577
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.934173,10.787662,5.329722
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.892058,10.69974,5.45285
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.741403,10.606187,5.618239
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.835219,10.68629,5.4925356
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.8514185,10.702913,5.4743466
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.868029,10.698066,5.442757
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.783096,10.673531,5.522096
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.918637,10.770955,5.3590026
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.866539,10.717659,5.442083
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.795609,10.634263,5.5619016
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.79523,10.753715,5.431981
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.880653,10.72066,5.4251814
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.871596,10.732267,5.4336905
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.821856,10.685614,5.5011997
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.842785,10.7241125,5.411053
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.841082,10.694031,5.474165
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.85814,10.832585,5.3145957
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.81952,10.715371,5.474085
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.881329,10.701275,5.455858
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.817962,10.680855,5.509449
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.879187,10.734067,5.4259806
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.908871,10.722041,5.4289474
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.868811,10.852791,5.2954693
